166,26
166,26
167,26
167,26
168,26
168,26
169,26
169,26
170,26
170,26
171,26
172,26
173,26
174,26
175,26
176,25
176,25
177,25
177,25
177,25
178,25
178,25
178,24
178,24
179,24
179,24
179,24
180,24
180,24
180,24
180,24
180,24
180,24
180,24
179,24
179,24
179,25
178,25
177,26
177,26
177,26
176,27
176,28
175,28
175,29
174,30
174,30
173,31
173,31
173,31
172,32
172,32
172,32
171,32
171,33
170,33
170,34
169,34
169,34
168,34
168,34
168,35
167,35
167,35
166,35
165,36
165,36
164,36
164,36
163,36
163,36
162,36
162,36
161,37
161,37
161,37
160,37
159,37
158,37
158,37
157,37
156,37
155,36
155,36
154,36
153,36
152,36
152,36
151,35
151,35
150,35
149,35
149,34
149,34
148,34
147,34
147,33
147,33
146,33
146,32
146,32
145,32
145,32
145,32
145,31
144,31
144,31
144,31
143,30
143,30
142,29
142,29
142,29
141,28
141,28
141,28
140,28
140,27
139,27
138,26
138,26
137,25
137,25
136,25
136,24
136,24
136,24
135,24
135,24
135,24
135,23
135,23
134,23
134,23
134,23
134,22
134,22
133,22
133,22
133,21
133,21
133,21
132,21
132,20
132,20
132,19
131,19
131,19
131,19
131,18
131,18
131,18
131,17
130,17
130,17
130,17
130,16
130,16
130,16
130,15
129,14
129,14
129,14
129,13
129,13
128,12
128,12
128,12
128,11
127,11
127,10
127,9
126,8
126,7
126,7
126,6
126,6
126,5
125,5
125,5
125,4
125,4
125,3
125,3
125,2
125,2
125,2
125,1
125,1
125,1
125,0
125,0
125,0
125,0
125,-1
125,-2
125,-2
125,-3
125,-4
125,-4
125,-5
125,-5
125,-5
125,-6
125,-6
125,-7
125,-7
125,-7
125,-8
124,-8
124,-9
124,-9
124,-9
124,-10
124,-10
124,-10
124,-10
124,-10
124,-11
123,-11
123,-12
123,-12
123,-12
123,-13
123,-13
122,-15
121,-15
121,-16
121,-16
121,-17
120,-17
120,-18
120,-18
120,-18
120,-19
120,-19
119,-19
119,-20
119,-20
119,-20
118,-21
118,-21
118,-21
118,-22
117,-22
117,-22
117,-23
117,-23
116,-23
116,-23
116,-24
115,-24
115,-24
115,-24
114,-25
114,-25
114,-25
113,-25
113,-26
113,-26
113,-26
112,-26
112,-26
112,-26
111,-27
111,-27
111,-27
111,-27
110,-27
110,-27
110,-27
109,-28
109,-28
108,-28
108,-28
108,-28
107,-29
107,-29
105,-30
105,-30
105,-30
104,-30
104,-30
104,-30
103,-30
103,-31
102,-31
102,-31
101,-31
101,-31
101,-31
100,-31
100,-31
99,-31
99,-31
99,-31
98,-31
98,-31
98,-31
98,-31
97,-31
97,-31
97,-31
96,-31
96,-31
96,-31
95,-31
95,-31
95,-31
94,-31
94,-31
94,-31
93,-31
93,-31
93,-31
92,-31
92,-31
91,-31
91,-30
90,-30
89,-30
89,-30
88,-30
88,-30
87,-30
87,-30
87,-30
86,-30
86,-30
85,-30
85,-29
85,-29
84,-29
83,-29
83,-28
82,-28
82,-28
81,-28
81,-28
80,-27
80,-27
80,-27
79,-27
78,-26
78,-26
77,-26
77,-26
76,-25
75,-25
75,-24
74,-24
74,-24
73,-23
73,-23
72,-23
72,-22
71,-22
71,-21
70,-20
70,-20
70,-20
69,-19
69,-19
69,-19
68,-18
68,-18
68,-18
68,-18
68,-17
67,-17
67,-17
67,-16
67,-16
66,-15
66,-15
66,-14
65,-14
65,-14
65,-13
65,-13
64,-13
64,-12
64,-12
64,-12
63,-11
63,-10
62,-10
62,-9
62,-9
61,-8
61,-8
61,-8
61,-7
60,-7
60,-6
60,-6
59,-6
59,-5
59,-5
58,-5
58,-4
58,-4
57,-4
57,-3
56,-3
56,-2
55,-2
55,-2
55,-2
54,-1
54,-1
53,-1
53,-1
52,0
52,0
51,0
50,0
50,0
49,0
49,0
49,1
48,1
48,1
48,1
48,1
48,1
47,2
47,2
47,2
47,2
46,2
46,3
46,3
45,4
45,4
44,4
44,5
44,5
43,6
42,6
42,7
41,7
41,7
40,7
39,8
39,8
38,9
37,9
37,9
37,9
36,10
35,10
35,11
35,11
34,11
34,12
33,12
33,12
32,13
32,14
31,14
30,15
30,15
30,16
29,16
22,24
